804 799 75
067 661 38
739 433 57
242 134 54
923 364 35
550 573 60
882 841 36
127 894 98
114 874 11
489 429 01
962 797 71
157 543 72
601 961 51
048 802 11
520 115 83
476 859 02
751 125 80
778 746 96
505 718 49
651 707 47
236 832 65
209 815 13
096 942 27
966 981 60
829 760 42
138 380 76
615 905 49
101 078 77
980 708 22
159 171 01
458 598 42
678 851 10
956 862 86
961 825 55
427 711 10
667 051 30
268 695 08
341 490 40
977 235 62
317 011 33
513 356 48
480 244 00
817 160 57
161 803 10
725 089 55
604 296 85
884 134 03
076 508 42
875 668 91
485 205 13
615 593 79
867 934 35
510 415 00
452 128 26
170 646 82
723 638 67
335 121 46
854 610 87
740 463 49
516 431 28
514 305 98
713 331 96
486 504 58
226 934 56
038 805 45
223 306 80
718 157 77
505 993 95
167 982 17
470 472 10
983 991 64
601 734 83
027 553 78
743 952 72
313 717 79
695 439 61
904 786 02
147 190 56
873 187 26
051 947 51
079 972 96
781 225 38
863 504 22
347 030 69
055 143 45
892 206 71
137 854 06
107 048 51
016 177 94
957 672 03
062 281 45
310 178 83
962 378 91
195 516 59
317 961 20
467 351 37
574 123 91
286 418 00
106 211 61
720 754 34
339 838 39
890 315 34
971 534 75
246 908 71
946 899 30
056 264 17
319 090 41
483 583 34
292 071 66
753 025 96
687 720 45
310 096 21
182 625 74
321 341 00
734 084 14
503 231 11
715 506 06
240 212 76
136 173 27
582 030 60
331 337 04
924 234 99
945 116 70
251 756 62
488 994 35
470 852 30
496 509 89
014 583 97
917 660 77
169 378 58
413 315 38
691 805 51
446 583 75
989 366 63
131 548 82
410 651 07
249 032 10
362 172 62
184 438 97
349 546 95
133 138 00
582 413 20
457 908 36
275 158 03
998 029 81
966 827 71
048 669 84
309 255 39
815 619 09
400 228 56
539 584 11
699 973 64
688 723 48
454 080 91
735 509 05
386 119 25
342 160 24
336 825 47
695 400 58
776 238 96
858 883 04
297 101 46
748 028 91
294 329 08
954 290 68
455 835 62
858 736 43
438 074 71
145 953 93
873 812 79
556 501 50
168 477 63
128 059 31
480 329 14
187 300 11
792 713 45
211 080 50
251 663 94
300 022 12
572 056 20
669 000 93
396 452 77
756 483 30
150 037 73
514 522 11
585 059 09
951 607 10
934 246 03
416 905 34
201 061 54
854 297 61
024 483 68
624 757 24
944 057 93
568 131 92
739 045 27
504 420 40
680 500 67
819 333 74
589 621 80
727 588 79
909 724 33
942 216 01
869 037 43
206 331 21
928 791 34
854 300 15
413 483 90
912 575 30
722 990 18
486 535 32
401 481 57
768 641 70
558 454 73
530 247 10
615 692 27
512 031 59
312 769 90
185 475 27
784 921 04
297 619 67
145 762 11
041 853 20
806 579 31
281 637 85
041 508 72
497 999 90
930 493 77
390 109 31
656 150 09
253 190 03
590 009 94
369 228 87
145 838 51
003 342 12
394 579 97
841 087 81
609 381 13
468 112 62
886 452 29
093 003 79
264 517 63
807 090 97
906 615 79
071 068 90
941 197 42
679 732 65
598 727 85
575 744 88
146 704 84
337 073 85
702 579 03
044 647 91
125 734 72
922 834 87
284 197 90
617 982 98
731 327 87
988 610 06
442 886 93
870 917 12
066 396 22
307 249 40
026 761 58
529 859 92
834 368 02
849 435 95
711 633 58
542 317 15
882 598 73
251 632 44
803 696 71
024 861 60
714 060 92
049 814 43
462 112 41
068 186 00
849 033 16
139 559 22
392 914 17
411 640 74
352 340 19
531 987 75
084 231 22
890 839 19
400 623 36
680 504 20
656 037 08
354 007 39
410 604 00
016 970 00
363 954 52
675 562 50
502 871 44
457 340 32
595 773 80
546 817 01
485 595 21
595 559 90
151 554 66
395 251 01
652 475 18
751 996 76
449 162 50
558 024 40
815 857 65
267 364 64
226 675 59
190 767 15
797 297 39
673 217 03
311 844 15
430 653 63
656 585 36
760 985 96
245 188 93
363 521 55
919 168 73
042 433 26
325 986 64
838 751 34
030 785 65
030 545 33
062 672 77
908 012 08
283 907 06
520 771 20
349 670 31
523 599 14
641 318 41
826 556 40
469 822 24
135 715 26
011 198 57
811 009 46
163 014 97
073 892 39
632 700 64
764 269 38
176 406 11
077 035 51
137 520 81
607 718 42
176 029 46
958 295 15
780 575 28
001 646 43
723 933 72
136 471 11
286 231 44
497 426 84
360 723 13
324 059 03
147 344 22
036 762 85
186 193 37
244 158 05
886 141 77
415 162 70
461 291 40
613 221 64
318 676 12
094 946 13
738 068 31
719 414 01
213 161 12
248 616 15
112 826 15
640 065 20
570 351 24
559 441 35
841 890 12
207 887 59
219 552 59
655 166 69
580 412 22
491 652 96
921 951 72
150 804 28
923 483 16
329 810 19
062 039 44
793 381 61
170 126 04
950 745 18
365 161 19
081 585 11
458 468 17
716 210 51
777 584 54
481 965 53
926 029 99
690 029 63
639 210 65
401 084 22
641 199 36
493 933 87
816 645 09
948 190 51
872 285 48
009 945 70
503 209 15
218 668 79
658 629 14
581 323 61
261 343 51
776 186 82
076 950 76
462 839 65
575 791 30
807 941 17
070 868 05
872 948 33
889 157 37
850 927 30
033 780 16
812 112 67
536 380 94
022 858 81
486 736 41
841 510 16
225 687 08
532 888 15
227 190 52
475 232 95
918 046 95
596 028 74
717 162 50
997 811 61
911 210 17
850 148 15
303 248 30
323 342 39
948 501 94
714 914 11
268 454 34
425 490 81
440 616 02
720 548 38
617 603 93
484 658 64
715 174 43
656 342 88
008 435 27
221 140 88
149 449 36
965 577 80
516 851 57
074 273 84
620 481 02
660 939 31
152 309 60
275 773 03
521 834 16
218 932 38
377 659 63
143 169 85
503 839 86
723 016 78
821 867 31
335 615 12
864 192 66
772 610 14
750 323 08
841 153 86
667 060 31
978 978 65
168 751 49
499 631 10
593 707 18
037 227 30
376 740 37
231 659 86
792 964 15
302 430 61
776 811 43
160 081 81
211 180 16
880 723 63
750 406 12
086 487 13
667 705 35
764 327 19
798 931 16
761 125 56
168 386 66
736 666 29
410 561 66
286 813 37
559 007 86
383 138 64
060 509 95
192 027 29
622 601 16
856 911 40
642 513 89
827 683 56
203 296 16
674 072 56
065 890 15
910 806 91
989 467 73
607 337 00
564 136 58
911 902 24
876 483 25
950 086 73
719 113 54
941 715 21
154 334 05
488 144 10
592 802 19
033 813 31
701 252 39
355 180 46
945 533 63
932 132 24
773 338 95
315 537 35
479 260 34
339 075 62
219 204 11
727 360 96
812 163 14
843 897 13
940 942 32
660 191 48
417 124 14
635 477 06
733 185 05
856 248 70
960 160 65
332 164 11
713 821 60
826 356 86
831 411 00
531 457 00
111 315 45
