946 840 760
758 815 053
526 409 998
901 450 135
888 286 080
464 238 973
802 618 131
075 164 270
828 419 395
421 811 035
910 391 068
764 046 716
970 760 250
170 648 846
832 110 145
506 692 007
534 207 775
941 612 761
215 843 614
413 106 031
523 028 373
469 947 601
116 358 249
039 404 385
166 759 000
377 405 875
133 900 051
879 434 704
464 841 139
021 059 996
429 480 670
096 915 450
250 237 052
447 585 108
717 566 017
435 128 397
717 346 144
352 160 020
701 143 274
835 421 512
041 127 289
884 142 074
900 081 743
570 023 744
430 350 771
824 818 088
124 503 579
473 719 293
391 542 426
211 063 841
307 312 781
745 605 173
200 652 243
116 441 106
054 222 841
744 003 814
735 497 166
800 723 664
787 667 416
408 942 216
223 282 243
938 783 726
611 717 808
763 279 540
044 332 637
168 054 064
080 142 592
405 011 981
129 183 884
426 470 361
309 554 370
201 987 631
223 198 870
226 682 535
327 571 471
876 049 710
815 399 800
515 529 184
121 376 568
706 803 451
850 352 201
976 696 553
259 365 837
298 381 900
353 976 605
008 857 454
535 496 767
239 062 573
505 614 714
117 542 189
083 326 680
928 568 487
947 169 418
707 128 179
095 113 340
327 910 080
089 334 438
321 820 099
099 528 510
483 760 758
020 947 345
363 897 122
017 624 524
022 330 648
913 428 584
788 771 075
344 408 659
936 021 332
717 659 907
491 993 044
042 551 634
406 127 807
257 107 307
334 025 223
225 323 697
552 987 192
408 144 580
326 279 450
169 896 457
108 694 376
908 463 101
581 896 576
298 655 247
572 209 730
458 930 080
734 364 474
459 281 772
665 669 736
822 190 647
686 143 613
022 893 782
071 486 972
399 831 969
597 780 135
248 017 242
320 022 777
032 244 366
166 625 891
385 584 014
929 716 591
483 997 859
113 302 893
177 399 676
487 233 617
696 731 571
142 094 174
314 835 084
800 146 701
313 652 367
355 621 580
384 860 952
024 612 440
283 447 194
546 406 700
734 117 443
254 399 588
689 218 816
791 562 687
501 113 045
234 804 878
652 904 261
892 026 409
083 107 380
290 784 454
200 754 730
970 953 017
026 160 132
390 982 908
740 444 471
261 822 874
601 047 007
183 435 390
503 954 143
461 844 751
444 572 403
585 421 480
712 549 419
083 030 796
985 661 066
310 075 418
377 884 055
781 387 890
490 103 801
128 218 013
094 095 602
131 141 758
415 661 108
390 301 249
822 352 183
082 609 144
513 247 528
115 072 678
817 451 004
784 386 761
823 098 785
829 645 147
033 691 661
446 456 920
606 727 170
893 510 860
910 444 377
729 761 801
528 695 524
399 733 359
891 624 276
222 012 732
602 446 343
585 062 542
182 474 910
133 684 681
430 445 328
960 294 283
938 226 043
902 986 955
120 080 981
882 819 719
340 000 809
300 601 824
796 758 767
697 429 293
718 883 713
436 137 355
351 247 194
831 934 742
094 450 079
939 214 716
106 194 253
067 275 050
588 065 423
933 006 391
003 002 902
163 621 247
141 837 910
007 536 701
820 418 364
967 373 825
606 505 166
251 023 110
034 606 977
170 292 524
389 452 679
902 137 274
354 554 599
239 941 830
730 576 976
038 872 421
857 327 525
213 865 761
396 069 830
134 604 634
528 028 672
889 409 962
575 889 723
777 025 317
115 751 129
863 812 733
286 065 582
596 427 297
911 323 262
180 354 551
235 476 971
855 108 946
615 351 068
079 680 429
490 716 048
467 282 214
058 034 233
888 002 565
071 635 862
184 012 044
795 068 271
180 274 151
918 263 629
966 661 378
566 331 041
181 377 233
834 115 966
476 833 331
417 474 559
128 469 823
555 021 508
461 752 712
988 688 815
587 320 247
921 227 232
685 231 084
488 033 479
735 910 211
874 009 350
006 323 786
839 242 106
632 113 501
937 388 503
160 329 233
412 764 177
995 916 703
021 280 019
189 841 174
979 943 737
825 909 090
935 534 986
446 035 039
844 101 780
047 503 268
139 384 286
604 220 086
911 692 804
560 592 646
161 243 920
794 468 669
679 568 376
102 230 528
946 125 246
164 049 128
792 363 489
280 334 502
591 817 044
521 309 955
140 876 144
261 612 579
366 870 187
155 005 514
499 026 902
730 235 826
448 048 341
371 893 149
613 435 041
132 103 863
718 564 111
825 998 677
318 959 552
831 903 675
931 146 115
845 328 798
599 131 055
060 313 159
433 511 345
467 789 400
492 479 208
411 549 931
742 360 740
360 846 010
644 241 230
878 513 971
885 426 957
160 864 021
102 921 383
673 070 877
606 871 530
530 347 196
834 840 937
228 021 159
477 511 059
503 201 050
911 918 632
620 995 481
466 293 121
128 999 602
644 053 234
545 873 014
265 203 684
660 442 105
039 960 086
110 743 201
691 739 998
659 551 474
163 177 840
839 141 366
022 333 387
218 071 865
146 313 781
163 370 340
183 785 170
787 681 444
286 954 674
041 306 099
275 987 599
948 052 985
165 490 084
044 391 697
519 162 253
531 842 454
595 285 459
751 439 356
504 211 846
733 055 211
434 193 891
902 620 881
824 300 920
627 309 388
739 578 019
557 974 837
544 376 131
743 912 132
388 421 422
905 222 287
467 683 904
792 614 853
090 297 206
019 070 741
156 801 694
303 988 530
339 046 168
114 203 476
319 019 910
764 330 091
978 319 376
256 152 541
897 629 488
421 440 457
636 995 302
160 472 502
744 701 462
198 619 573
002 429 762
181 056 996
895 449 094
237 906 741
284 655 460
045 707 020
395 084 705
712 710 114
545 797 065
030 912 591
382 758 072
500 106 749
572 870 035
906 189 301
289 379 499
281 419 808
011 333 676
223 147 936
330 741 094
298 691 437
813 227 380
983 894 390
600 827 815
709 879 323
890 223 454
688 708 686
083 461 858
274 201 026
879 329 442
068 044 742
733 889 529
019 370 160
297 582 500
171 207 928
527 262 531
076 193 809
794 234 125
151 000 510
035 721 685
115 168 627
550 787 260
443 429 476
857 060 262
266 991 005
959 112 800
249 362 927
101 192 629
595 875 108
367 032 643
262 130 596
980 960 903
475 402 722
764 303 994
774 192 870
080 370 478
700 738 812
310 187 776
617 930 993
243 709 002
220 686 289
238 616 317
194 423 046
270 519 781
443 419 101
198 085 502
284 755 999
382 033 114
905 704 386
178 500 453
100 068 222
491 510 172
752 302 086
516 400 593
039 247 366
018 904 088
853 323 589
352 155 372
047 043 910
337 443 789
480 971 103
631 488 743
148 662 664
972 752 311
160 820 183
124 726 023
037 023 075
031 627 901
187 246 153
160 612 109
219 599 373
430 670 704
442 055 570
385 297 790
030 837 398
270 451 052
138 532 528
726 890 454
352 405 272
108 563 481
880 827 373
420 016 724
020 901 901
767 851 570
571 761 218
052 759 911
363 177 011
909 125 274
525 917 529
881 344 410
184 933 897
631 891 702
743 127 510
