668 791 428
203 077 194
641 013 776
542 730 488
662 716 722
639 584 294
905 034 502
791 814 196
366 848 224
103 085 399
897 958 568
917 145 167
117 008 207
351 434 653
667 742 557
166 033 039
403 809 994
656 356 024
041 804 799
601 050 866
479 315 761
857 353 854
103 131 803
224 216 522
228 386 687
891 972 531
329 373 116
086 665 495
115 025 293
597 317 843
656 339 223
106 270 857
526 110 645
146 239 690
270 368 159
186 553 028
724 124 637
207 777 863
782 666 227
904 297 962
803 707 277
840 406 569
728 419 204
199 704 239
003 023 314
196 595 511
027 592 885
637 209 210
044 194 397
561 393 283
017 975 122
858 312 151
843 490 009
478 855 001
357 503 130
821 385 880
216 051 437
748 584 401
872 492 511
809 656 877
329 402 868
735 031 191
460 911 385
784 009 701
779 134 344
568 965 610
839 120 991
270 873 768
970 508 933
906 904 645
977 371 567
078 595 671
715 538 749
460 268 771
194 650 613
067 953 435
196 749 746
286 532 069
590 581 765
084 459 249
014 348 325
405 159 690
603 271 463
996 472 505
090 749 301
519 238 566
881 694 624
143 975 481
266 341 141
394 150 023
287 201 808
548 364 048
723 551 967
143 034 892
410 032 183
910 244 100
071 650 395
541 655 145
146 089 654
284 919 003
136 301 457
286 290 312
539 994 582
872 797 707
028 473 087
522 211 257
051 341 377
238 717 881
927 470 293
807 620 802
782 473 341
439 667 970
259 108 771
135 759 095
792 875 841
568 816 430
890 002 087
023 571 399
457 358 894
713 539 225
182 835 055
199 326 377
004 494 226
333 630 226
128 232 029
939 810 557
180 109 250
861 987 068
436 845 843
873 185 982
892 961 944
015 182 378
414 863 692
950 197 965
343 235 395
104 687 367
318 000 748
603 723 897
732 942 913
617 939 114
840 070 110
581 832 144
423 988 307
922 733 393
843 794 653
040 268 453
140 725 500
367 588 622
761 607 308
553 015 438
023 374 620
297 114 967
471 348 111
185 273 664
062 931 136
076 190 884
341 815 765
516 131 482
267 154 342
370 789 564
768 370 924
653 487 324
882 741 911
737 201 168
278 820 529
914 360 344
439 454 941
