

Output
9696 3083 1559 8901
2360 8701 6034 2161
4966 5750 8718 1020
2836 9962 6734 8266
5539 3286 0665 2179
0993 7552 3004 2035
8821 4913 1841 3200
6835 7609 0503 3599
1682 2000 0418 4550
9270 6131 2305 3208
7084 0542 4686 8173
1017 2486 8769 1189
5584 5233 8128 6560
9506 8256 7021 4673
8177 1390 7009 7008
0111 9390 1903 0396
3551 1252 1940 7465
7187 8955 5295 7649
0555 1395 2595 6284
3227 5161 0806 1603
6962 6904 9426 3524
3058 9359 7743 7353
2036 1000 1844 1482
1728 6520 9583 2091
2768 8269 3477 9325
9977 4103 4809 2514
2360 6553 0490 1113
4294 0266 3301 7338
6158 7048 1350 8842
2042 5872 3791 9117
1173 2160 8565 8682
6582 5372 8956 4743
7538 1595 9752 1290
1865 7979 5235 6125
9004 2070 0465 7670
4538 1842 7120 9910
7058 2061 0271 4399
0937 6482 4196 9268
2631 1129 8951 1938
0973 5224 1017 0778
5983 5858 7507 7074
7606 2797 4593 6135
8016 3772 1396 8525
7154 6473 2253 0203
6099 1896 4830 3180
8718 1706 1047 0572
8046 3530 5354 5675
2910 4600 4465 4002
1917 7540 7654 9490
0610 8368 4626 4077
6693 7417 3429 7705
6723 9048 6451 9758
1605 7215 9081 3202
1012 6130 3867 0216
9088 6821 3950 4051
6199 2150 2099 7036
7346 8727 1968 6519
6642 6673 7133 1202
7421 8736 8028 4792
9630 2016 2045 0417
1664 7863 0577 9936
9902 3759 4308 6224
8571 6998 1547 0118
6968 0299 1594 8951
1818 6019 1047 3536
0360 4403 7660 9455
3676 9215 3349 5041
9116 6770 8401 1652
6788 0521 6423 3185
8853 5202 0659 5542
2561 3215 7393 7159
1527 0934 6139 2731
8980 9280 4742 1937
4999 8760 7620 2167
6178 5483 1835 2512
1970 3299 8595 9859
5378 2403 4339 1376
5414 7045 0975 5362
0431 8462 4375 8420
2180 3711 9933 0453
0685 4454 6311 2521
4219 1892 1920 8438
9218 3012 8764 8167
4160 3913 6327 0148
8330 2629 2313 9226
7788 0564 1546 0131
3627 0706 5849 2205
4546 9334 9984 0114
4856 5926 3389 1281
8125 4223 7346 5091
5643 6040 3095 7765
4129 4300 1726 1676
9586 4813 0103 3127
1921 4995 5369 9003
0761 6299 1938 5395
2967 2302 5757 6243
3901 9341 3562 6729
9404 4578 8270 4038
8094 0912 9985 2100
4042 5463 4770 0184
7460 8747 0606 5951
5667 5417 2939 3329
6186 2360 9222 3003
7295 6775 3274 1844
7546 7389 6352 9565
1746 6319 0702 9853
9049 6379 3152 7715
0091 1305 0372 8401
2833 4670 8130 5720
1707 5462 1614 8390
7459 2468 7962 2755
1580 0417 4978 6104
7109 1975 8735 8304
1141 2995 0804 2134
7337 4055 5588 9374
9402 4690 8678 7992
1800 1339 6762 0118
3362 4592 2202 4619
2502 7433 5985 5670
9711 5604 1316 2378
8913 9704 1438 2134
8046 8155 0315 4518
9749 5754 4434 9828
3084 1642 5748 2465
5571 2936 5742 6090
2372 6736 3862 9472
1660 8027 6253 5294
6371 2348 2945 4364
1097 7449 0570 0526
3512 3448 2005 6937
0837 8848 0306 6657
3129 8163 0388 1277
1014 7657 9609 6250
3200 3336 5884 6306
0860 8031 7508 6158
5781 9170 8850 1782
3593 1969 5575 7070
9999 9926 6100 8912
8930 1791 9034 8869
0236 8049 5207 2086
2119 3059 8290 0656
0674 8747 0701 6123
7238 5951 0797 3778
3250 0336 1118 7187
0499 7443 5457 0502
6432 0745 7281 5022
7406 1019 8466 0667
7034 2036 2807 1972
7705 3741 8301 5944
3406 8954 8270 3426
4001 1709 1258 1538
3573 6802 3456 4453
1957 9531 6960 0108
5507 1201 4764 3891
5729 2040 7939 1067
3761 5023 3183 0052
5343 2003 9132 4013
8619 0173 3825 1100
3018 6191 8263 8695
5160 5003 1200 4272
1910 9100 0561 4388
8538 6911 3637 4757
6045 2500 0860 0227
8417 9211 5367 1968
6939 5960 5783 8940
4473 1540 5325 1783
9763 6570 8711 6630
9713 8215 3770 5852
2604 4245 0909 2745
5005 9617 3785 8644
4473 1606 3674 2512
0111 3551 5302 0801
7944 2004 7764 1114
3835 1253 7778 1895
4089 2508 0409 0448
6189 9119 7820 8113
6926 0207 3539 8323
6562 7647 0561 5485
7103 7340 4869 3706
8566 5900 5273 9743
9715 0368 3557 6377
8272 2014 3193 6160
8401 6960 4635 0031
4502 1383 7606 4789
2728 4184 7065 0400
0326 1844 1767 5646
4003 5047 9087 0004
1584 5055 5120 5846
4808 9508 6118 4392
1556 5969 5178 3386
7469 1789 8173 2533
3835 6325 8124 3853
0179 1607 8660 0180
2776 8126 6754 9002
8303 2952 6729 0697
4980 7205 1172 6270
2147 1932 4703 6867
7387 5424 1265 5760
4539 3013 2266 8969
0489 2289 7965 6589
7820 6153 1249 6573
2310 9403 5977 4616
9147 2106 2140 3365
0720 6597 8013 3875
0678 4805 0216 4655
6721 8202 5223 1403
3848 0369 0416 2641
2079 6564 6573 5221
6533 7682 1700 2142
1797 8943 7872 8219
3948 0602 9506 2086
6408 5680 7870 6784
5473 1805 7792 7333
4998 4976 2811 2490
0652 5854 1504 9381
3068 7619 4124 9427
8310 3308 4520 3559
6303 8820 2811 7046
1151 4095 9670 2671
4464 6087 8208 1828
9141 0539 1596 1995
2871 0010 8703 8395
9681 4930 2127 0286
9945 7741 5423 0827
1542 9142 2120 2343
6906 0227 7173 7465
5414 8858 0274 3276
5850 7696 3907 7841
7152 0198 6373 0584
5040 2513 5916 0965
9873 1667 9511 6307
4867 9047 5535 1453
9623 9418 8996 5569
2774 0416 3519 5700
1606 5177 4320 9586
1401 6947 1498 8806
8063 5656 3141 5562
3046 7659 6586 2534
3266 6246 8148 4472
6294 6766 4924 3926
2056 0137 0606 5177
8003 8706 6027 9825
9241 4130 4325 0342
6331 1796 3014 0383
1074 4430 1547 0119
6308 6511 5786 2419
0613 7829 6768 6240
2676 5521 8711 1186
3176 2092 0566 2922
5232 6155 7555 4718
2881 9691 6340 9991
9099 0756 0694 3755
8178 9680 4115 4765
4189 1032 2025 5572
8346 8410 0406 0506
3709 2709 4683 3034
2121 0987 5191 2900
0401 7683 3458 4632
5787 1294 0712 8369
1451 9066 6363 9886
7089 5949 4101 4883
6695 5619 1745 8455
7933 4833 8273 3101
0297 0300 5056 3512
4427 7333 2430 6104
1273 8529 4827 0119
5111 5874 1741 6421
4609 9442 8208 9641
0414 5730 1695 5274
4070 0060 1284 0856
0392 0744 4109 4547
5435 4302 6440 3197
4292 2131 0134 5678
0864 7210 2019 6823
0996 7622 1906 7106
4850 4701 6488 0789
5651 8837 4236 0472
0516 4563 1734 5148
5149 2055 7977 0915
5699 6453 6657 7533
9258 2460 1939 4417
5598 9312 5438 7560
9510 8453 1708 7384
5031 8811 5752 2529
3188 8072 5629 9371
2495 1663 6367 7830
4798 2676 5734 3295
8610 4371 6346 7570
2124 9372 4345 4925
6316 4700 2202 6612
0898 4065 7710 0851
7282 5770 0827 8828
4083 4629 5085 0414
2093 4954 0885 1464
0207 3073 1819 1104
4424 9218 5421 5782
8715 2865 0609 9558
9374 0152 3053 1346
1656 4867 4300 2317
7110 8260 2098 5837
3614 8680 8595 9796
0614 4237 5463 9982
5072 0681 2164 7694
6037 9112 4081 8355
1387 9628 6589 2862
2095 2011 0175 0846
7958 2310 3789 9269
7195 8077 1860 9006
2466 2943 7710 6510
0093 4646 7468 0418
4601 1728 7086 1019
2259 6461 1705 4520
9699 6310 2608 4496
8419 5811 2798 5100
9740 5887 5448 0083
6042 1309 2238 1461
4979 3065 5369 7182
0185 6492 1680 0642
5113 6376 0812 1642
5378 8410 7008 9983
3136 3151 4927 8543
0899 4640 6011 1301
1692 4102 8836 6815
9346 6494 0391 6301
7689 2416 5946 2397
1490 2159 0177 9971
0667 0903 8101 6066
7776 5004 5314 1671
6484 8406 7952 8420
9212 1357 1797 3465
2479 0678 2692 3894
9044 1655 9842 1909
7147 1932 1547 2010
6584 7990 1204 6095
5220 2031 6616 6684
4759 0162 9172 2483
6673 6357 4127 9207
0005 1105 3009 0500
1120 0528 6011 0589
7473 0578 4322 0390
3539 8961 1214 0678
9120 9081 1454 8095
5503 1559 0201 9976
6526 1495 2077 7349
1047 3652 8827 8541
3041 1720 9000 8073
9910 0695 6815 1310
7499 0125 3885 8505
5657 0088 6208 3258
1562 0451 1426 6816
4304 5342 2798 6835
3647 4180 6193 9706
8189 4851 4502 4805
6029 4972 7308 9127
7943 4737 2041 5888
4702 7200 1047 0199
8880 2286 0796 3174
0577 9474 3570 1274
7071 1413 7912 1988
5443 8523 3849 5841
9004 9072 5026 7905
8729 9054 3077 7248
4999 6122 0274 4745
3142 8364 5686 8022
1103 6936 5433 6961
6735 1404 0730 7798
1522 3568 6824 2067
9215 0131 0318 5067
0080 1667 8896 2394
5037 9070 9731 8477
6229 8141 1692 2698
0600 9927 2878 7833
6229 7269 2545 1173
9478 3100 3910 4287
6974 0367 7742 7398
6884 3922 5588 5856
0935 4372 0714 5911
5559 2498 3571 0421
6636 0250 3016 2528
4843 8017 1191 1377
5403 1733 5712 5605
3111 8756 8483 4694
2055 7439 9814 2317
6146 0201 8395 6132
1865 9402 8961 3742
7853 6855 4822 2088
5848 5178 1941 1048
2741 2028 1663 3742
7988 6409 9048 7263
9831 0893 3912 9563
6669 3558 1489 2404
2926 9252 4221 1360
2835 0702 6293 3741
3720 3158 5646 3282
7737 8543 5686 2067
4065 4725 6776 7695
1342 5273 8869 8899
7179 1660 6045 4033
9693 7818 8717 3868
2533 5805 9591 5515
6287 8619 8149 9008
4934 8188 8100 6490
9004 1521 5141 6126
0995 5832 6290 6681
7704 5807 7824 6123
1314 2394 4931 3176
2920 6505 0327 0267
2493 4033 5270 5120
0417 6953 7143 2542
2123 2681 6525 0328
3493 1753 7115 0098
0575 1728 2633 5214
9632 6956 3549 1587
1002 2292 1974 7336
5852 5941 8290 3192
6888 4870 2279 7071
9231 2450 0503 0090
9671 5126 6741 2550
9638 1468 1129 3081
4631 5003 4300 1651
1514 3069 2110 6183
8262 1033 2376 7025
6529 0081 9786 0080
9748 8401 0740 5260
5977 8028 1481 6380
3576 0744 5203 7444
8318 8386 9529 4595
0037 4181 4703 3459
5270 6309 7375 2401
4656 3021 0883 8988
9688 8830 5742 2253
3149 1119 0041 8112
4711 0957 0570 6119
9645 5657 3512 2854
7615 9021 6282 1834
8711 2330 5312 2867
4569 2237 2873 4081
7588 9138 1279 2718
8040 6460 5005 8886
9278 6577 0430 5641
5870 1337 9526 4685
7356 2091 9717 1778
7987 1569 8681 9517
5050 3308 7632 6110
6926 6369 2801 7026
3717 0344 8473 5254
9167 1087 0733 7843
1015 8847 1148 0498
7915 7977 9382 7080
9700 7375 3850 8939
1949 4063 0770 0134
1082 9422 5521 9503
4303 0688 1070 7482
2144 6980 5597 2183
5205 0313 5470 0310
3225 2893 9618 3682
2582 2014 2055 6000
9485 3860 6195 3863
0228 8037 5214 6190
0850 7551 1411 6789
5003 7375 1705 1035
0930 9098 3468 2197
5795 4203 2164 2783
1379 6923 0851 2253
4670 2524 5451 4005
0831 0087 9567 9137
0847 1687 4752 9907
1446 4624 2982 2444
9210 4558 0373 1471
4398 1919 1766 1997
9465 1277 4286 9977
2187 1919 4230 1678
4147 0152 5678 0117
2288 6463 1891 2457
8409 4361 0124 9826
9086 3540 1894 2031
8899 6716 6460 3223
0136 0086 5974 5020
9764 1931 5216 0075
0923 2095 2562 2420
4645 1303 1951 6939
4177 1459 4480 2740
2461 7164 9160 7101
6455 3586 8042 5924
5061 1587 8002 9215
1789 8266 4747 2698
7443 5045 1208 1128
8384 1327 5608 0160
5892 8088 8603 0049
1774 7374 5463 5735
9990 6638 9896 1542
7840 1986 8150 7935
0833 5660 9852 3022
6187 1521 0498 1049
0158 8597 9919 6711
4408 1803 9581 4057
0704 5331 9727 0527
0725 5109 0600 8524
9080 5020 5770 6965
2981 6943 1995 9224
9024 7636 2756 0577
3760 8055 0890 2728
3003 9242 1210 3755
0877 4218 4760 7037
3330 7955 1804 6645
6707 0401 7980 1353
2656 3164 5830 5002
7498 1222 6234 2600
1440 7200 1834 8975
6206 6100 9444 2359
2735 3194 0023 7951
8481 2262 3324 2416
2845 2815 1926 9351
0388 2965 0956 2706
7517 5011 4153 7528
2235 3449 9551 6033
9093 4524 4338 9965
4148 2628 0839 5664
7839 5123 3383 7490
5508 8393 9168 1539
0062 0469 9380 9751
4030 5596 6728 7607
2997 4900 6283 4412
4351 9456 2553 3093
4535 0440 6098 1569
4058 1909 1489 3395
0439 4278 4242 9724
9633 8241 3495 2597
7067 9906 0043 5061
0493 9711 8105 9194
